words,char,value
campshed,8,69
campshedding,12,103
campsheeting,12,120
campshot,8,95
campstool,9,114
camptodrome,11,123
camptonite,10,116
Camptosorus,11,160
campulitropal,13,157
campulitropous,14,199
campus,6,73
campward,8,79
campylite,9,104
campylodrome,12,140
campylometer,12,146
Campyloneuron,13,172
campylospermous,15,211
campylotropal,13,167
campylotropous,14,209
camshach,8,56
camshachle,10,73
camshaft,8,71
camstane,8,76
camstone,8,90
camuning,8,82
camus,5,57
camused,7,66
camwood,7,74
can,3,18
Cana,4,19
Canaan,6,34
Canaanite,9,68
Canaanitess,11,106
Canaanitic,10,75
Canaanitish,11,99
canaba,6,22
Canacee,7,32
Canada,6,24
canada,6,24
Canadian,8,47
Canadianism,11,88
Canadianization,15,141
Canadianize,11,87
canadine,8,51
canadite,8,57
canadol,7,50
canaigre,8,58
canaille,8,57
canajong,8,65
canal,5,31
canalage,8,44
canalboat,9,69
canalicular,11,95
canaliculate,12,102
canaliculated,13,106
canaliculation,14,135
canaliculi,10,85
canaliculization,16,170
canaliculus,11,116
canaliferous,12,124
canaliform,10,92
canalization,12,125
canalize,8,71
canaller,8,66
canalling,9,73
canalman,8,59
canalside,9,68
Canamary,8,76
canamo,6,47
Cananaean,9,54
Cananga,7,41
Canangium,9,83
canape,6,40
canapina,8,59
canard,6,41
Canari,6,46
canari,6,46
Canarian,8,61
canarin,7,60
Canariote,9,86
Canarium,8,80
Canarsee,8,66
canary,6,62
canasta,7,59
canaster,8,81
canaut,6,60
Canavali,8,63
Canavalia,9,64
canavalin,9,77
Canberra,8,62
cancan,6,36
cancel,6,38
cancelable,10,58
cancelation,11,97
canceleer,9,66
canceler,8,61
cancellarian,12,93
cancellate,10,76
cancellated,11,80
cancellation,12,109
cancelli,8,59
cancellous,10,105
cancellus,9,90
cancelment,10,90
cancer,6,44
cancerate,9,70
canceration,11,103
cancerdrops,11,116
cancered,8,53
cancerigenic,12,91
cancerism,9,85
cancerophobe,12,105
cancerophobia,13,110
cancerous,9,99
cancerously,11,136
cancerousness,13,156
cancerroot,10,112
cancerweed,10,81
cancerwort,10,120
canch,5,29
canchalagua,11,72
Canchi,6,38
Cancri,6,48
Cancrid,7,52
cancriform,10,100
cancrinite,10,96
cancrisocial,12,107
cancrivorous,12,158
cancrizans,10,108
cancroid,8,67
cancrophagous,13,141
cancrum,7,73
cand,4,22
Candace,7,31
candareen,9,65
candela,7,40
candelabra,10,61
candelabrum,11,94
candelilla,10,73
candent,7,61
candescence,11,76
candescent,10,88
candescently,12,125
candid,6,35
candidacy,9,64
candidate,9,61
candidateship,13,113
candidature,11,100
candidly,8,72
candidness,10,92
candied,7,40
candier,7,54
candify,7,62
Candiot,7,66
candiru,7,70
candle,6,39
candleball,10,66
candlebeam,10,60
candleberry,11,107
candlebomb,10,71
candlebox,9,80
candlefish,10,81
candleholder,12,101
candlelight,11,95
candlelighted,13,104
candlelighter,13,118
candlelighting,14,125
candlelit,9,80
candlemaker,11,87
candlemaking,12,94
Candlemas,9,72
candlenut,9,94
candlepin,9,78
candler,7,57
candlerent,10,96
candleshine,11,94
candleshrift,12,119
candlestand,11,97
candlestick,11,101
candlesticked,13,110
candlestickward,15,147
candlewaster,12,125
candlewasting,13,132
candlewick,10,85
candlewood,10,96
candlewright,12,124
candock,7,51
Candollea,9,67
Candolleaceae,13,81
candolleaceous,14,130
candor,6,55
candroy,7,80
candy,5,47
candymaker,10,95
candymaking,11,102
candys,6,66
candystick,10,109
candytuft,9,114
candyweed,9,84
cane,4,23
canebrake,9,60
canel,5,35
canelike,8,60
canella,7,48
Canellaceae,11,62
canellaceous,12,111
Canelo,6,50
canelo,6,50
caneology,9,97
canephor,8,80
canephore,9,85
canephoros,10,114
canephroi,9,89
caner,5,41
canescence,10,72
canescent,9,84
canette,7,68
canewise,8,79
canework,8,90
Canfield,8,54
canfieldite,11,88
canful,6,57
cangan,6,40
cangia,6,35
cangle,6,42
cangler,7,60
cangue,6,51
canhoop,7,72
Canichana,9,54
Canichanan,10,68
canicola,8,58
Canicula,8,64
canicular,9,82
canicule,8,68
canid,5,31
Canidae,7,37
Canidia,7,41
canille,7,56
caninal,7,54
canine,6,46
caniniform,10,102
caninity,8,95
caninus,7,81
canioned,8,65
canions,7,75
Canis,5,46
Canisiana,9,71
canistel,8,83
canister,8,89
canities,8,80
canjac,6,32
cank,4,29
canker,6,52
cankerberry,11,120
cankerbird,10,85
cankereat,9,78
cankered,8,61
cankeredly,10,98
cankeredness,12,118
cankerflower,12,131
cankerous,9,107
cankerroot,10,120
cankerweed,10,89
cankerworm,10,121
cankerwort,10,128
cankery,7,77
canmaker,8,66
canmaking,9,73
canman,6,46
Canna,5,33
canna,5,33
cannabic,8,47
Cannabinaceae,13,73
cannabinaceous,14,122
cannabine,9,63
cannabinol,10,85
Cannabis,8,63
cannabism,9,76
Cannaceae,9,47
cannaceous,10,96
cannach,7,44
canned,6,41
cannel,6,49
cannelated,10,79
cannelure,9,93
cannelured,10,97
cannequin,9,98
canner,6,55
cannery,7,80
cannet,6,57
cannibal,8,56
cannibalean,11,76
cannibalic,10,68
cannibalish,11,92
cannibalism,11,97
cannibalistic,13,116
cannibalistically,17,166
cannibality,11,110
cannibalization,15,150
cannibalize,11,96
cannibally,10,93
cannikin,8,75
cannily,7,78
canniness,9,98
canning,7,62
cannon,6,61
cannonade,9,71
cannoned,8,70
cannoneer,9,89
cannoneering,12,119
Cannonism,9,102
cannonproof,11,131
cannonry,8,104
cannot,6,67
Cannstatt,9,112
cannula,7,66
cannular,8,84
cannulate,9,91
cannulated,10,95
canny,5,57
canoe,5,38
canoeing,8,68
Canoeiro,8,80
canoeist,8,86
canoeload,9,70
canoeman,8,66
canoewood,9,95
canon,5,47
canoncito,9,94
canoness,8,90
canonic,7,59
canonical,9,72
canonically,11,109
canonicalness,13,129
canonicals,10,91
canonicate,10,85
canonicity,10,113
canonics,8,78
canonist,8,95
canonistic,10,107
canonistical,12,120
canonizant,10,117
canonization,12,141
canonize,8,87
canonizer,9,105
canonlike,9,84
canonry,7,90
canonship,9,99
canoodle,8,69
canoodler,9,87
Canopic,7,61
canopic,7,61
Canopus,7,89
canopy,6,74
canorous,8,106
canorously,10,143
canorousness,12,163
Canossa,7,72
canroy,6,76
canroyer,8,99
canso,5,52
cant,4,38
Cantab,6,41
cantabank,9,67
cantabile,9,67
Cantabri,8,68
Cantabrian,10,83
Cantabrigian,12,99
Cantabrize,10,99
cantala,7,52
cantalite,9,85
cantaloupe,10,108
cantankerous,12,142
cantankerously,14,179
cantankerousness,16,199
cantar,6,57
cantara,7,58
cantaro,7,72
cantata,7,60
Cantate,7,64
cantation,9,97
cantative,9,95
cantatory,9,117
cantboard,9,78
canted,6,47
canteen,7,62
cantefable,10,69
canter,6,61
Canterburian,12,126
Canterburianism,15,167
Canterbury,10,127
canterer,8,84
canthal,7,59
Cantharellus,12,134
Cantharidae,11,84
cantharidal,11,91
cantharidate,12,104
cantharides,11,102
cantharidian,12,102
cantharidin,11,101
cantharidism,12,119
cantharidize,12,118
cantharis,9,93
cantharophilous,15,180
cantharus,9,105
canthectomy,11,127
canthitis,9,103
cantholysis,11,145
canthoplasty,12,154
canthorrhaphy,13,155
canthotomy,10,134
canthus,7,86
cantic,6,50
canticle,8,67
cantico,7,65
cantilena,9,79
cantilene,9,83
cantilever,10,109
cantilevered,12,118
cantillate,10,97
cantillation,12,130
cantily,7,84
cantina,7,62
cantiness,9,104
canting,7,68
cantingly,9,105
cantingness,11,125
cantion,7,76
cantish,7,74
cantle,6,55
cantlet,7,75
canto,5,53
Canton,6,67
canton,6,67
cantonal,8,80
cantonalism,11,121
cantoned,8,76
cantoner,8,90
Cantonese,9,96
cantonment,10,119
cantoon,7,82
cantor,6,71
cantoral,8,84
Cantorian,9,95
cantoris,8,99
cantorous,9,126
cantorship,10,123
cantred,7,65
cantref,7,67
cantrip,7,81
cantus,6,78
cantwise,8,94
canty,5,63
Canuck,6,53
canun,5,53
canvas,6,60
canvasback,10,77
canvasman,9,88
canvass,7,79
canvassy,8,104
cany,4,43
canyon,6,72
canzon,6,73
canzonet,8,98
caoba,5,22
Caodaism,8,65
Caodaist,8,72
caoutchouc,10,110
caoutchoucin,12,133
cap,3,20
capability,10,98
capable,7,40
capableness,11,97
capably,7,60
capacious,9,88
capaciously,11,125
capaciousness,13,145
capacitance,11,76
capacitate,10,79
capacitation,12,112
capacitative,12,110
capacitativly,13,142
capacitive,10,89
capacitor,9,86
capacity,8,78
capanna,7,50
capanne,7,54
caparison,9,96
capax,5,45
capcase,7,48
Cape,4,25
cape,4,25
caped,5,29
capel,5,37
capelet,7,62
capelin,7,60
capeline,8,65
Capella,7,50
capellet,8,74
caper,5,43
caperbush,9,93
capercaillie,12,94
capercally,10,96
capercut,8,87
caperer,7,66
capering,8,73
caperingly,10,110
Capernaism,10,99
Capernaite,10,92
Capernaitic,11,99
Capernaitical,13,112
Capernaitically,15,149
Capernaitish,12,123
capernoited,11,110
capernoitie,11,115
capernoity,10,126
capersome,9,95
caperwort,9,119
capes,5,44
capeskin,8,78
Capetian,8,69
Capetonian,10,98
capeweed,8,62
capewise,8,81
capful,6,59
Caph,4,28
caph,4,28
caphar,6,47
caphite,7,62
Caphtor,7,81
Caphtorim,9,103
capias,6,49
capicha,7,41
capillaceous,12,117
capillaire,10,86
capillament,11,106
capillarectasia,15,130
capillarily,11,118
capillarimeter,14,142
capillariness,13,138
capillariomotor,15,177
capillarity,11,126
capillary,9,97
capillation,11,112
capilliculture,14,162
capilliform,11,114
capillitial,11,104
capillitium,11,125
capillose,9,92
capistrate,10,112
capital,7,62
capitaldom,10,94
capitaled,9,71
capitalism,10,103
capitalist,10,110
capitalistic,12,122
capitalistically,16,172
capitalizable,13,117
capitalization,14,156
capitalize,10,102
capitally,9,99
capitalness,11,119
capitan,7,64
capitate,8,75
capitated,9,79
capitatim,9,92
capitation,10,108
capitative,10,106
capitatum,9,104
capitellar,10,97
capitellate,11,104
capitelliform,13,139
capitellum,10,112
Capito,6,64
Capitol,7,76
Capitolian,10,100
Capitoline,10,104
Capitolium,10,119
Capitonidae,11,97
Capitoninae,11,107
capitoul,8,97
capitoulate,11,123
capitulant,10,117
capitular,9,101
capitularly,11,138
capitulary,10,126
capitulate,10,108
capitulation,12,141
capitulator,11,136
capitulatory,12,161
capituliform,12,143
capitulum,9,116
capivi,6,60
capkin,6,54
capless,7,75
caplin,6,55
capmaker,8,68
capmaking,9,75
capman,6,48
capmint,7,76
Capnodium,9,96
Capnoides,9,86
capnomancy,10,105
capocchia,9,59
capomo,6,63
capon,5,49
caponier,8,81
caponize,8,89
caponizer,9,107
caporal,7,66
capot,5,55
capote,6,60
cappadine,9,69
Cappadocian,11,83
Capparidaceae,13,83
capparidaceous,14,132
Capparis,8,83
capped,6,45
cappelenite,11,106
capper,6,59
cappie,6,50
capping,7,66
capple,6,53
cappy,5,61
Capra,5,39
caprate,7,64
Caprella,8,68
Caprellidae,11,86
caprelline,10,95
capreol,7,70
capreolar,9,89
capreolary,10,114
capreolate,10,96
capreoline,10,98
Capreolus,9,110
Capri,5,47
capric,6,50
capriccetto,11,113
capricci,8,62
capriccio,9,77
caprice,7,55
capricious,10,114
capriciously,12,151
capriciousness,14,171
Capricorn,9,97
Capricornid,11,110
Capricornus,11,137
caprid,6,51
caprificate,11,91
caprification,13,124
caprificator,12,119
caprifig,8,69
Caprifoliaceae,14,104
caprifoliaceous,15,153
Caprifolium,11,123
caprifolium,11,123
capriform,9,99
caprigenous,11,128
Caprimulgi,10,109
Caprimulgidae,13,119
Caprimulgiformes,16,185
caprimulgine,12,128
Caprimulgus,11,140
caprin,6,61
caprine,7,66
caprinic,8,73
Capriola,8,75
capriole,8,79
Capriote,8,87
capriped,8,72
capripede,9,77
caprizant,9,108
caproate,8,79
caproic,7,65
caproin,7,76
Capromys,8,110
caprone,7,72
capronic,8,79
capronyl,8,104
caproyl,7,90
capryl,6,75
caprylate,9,101
caprylene,9,99
caprylic,8,87
caprylin,8,98
caprylone,9,109
caprylyl,8,112
capsa,5,40
capsaicin,9,75
Capsella,8,69
capsheaf,8,59
capshore,8,85
Capsian,7,63
capsicin,8,74
Capsicum,8,85
capsicum,8,85
capsid,6,52
Capsidae,8,58
capsizal,8,87
capsize,7,79
capstan,7,74
capstone,8,93
capsula,7,73
capsulae,8,78
capsular,8,91
capsulate,9,98
capsulated,10,102
capsulation,11,131
capsule,7,77
capsulectomy,12,153
capsuler,8,95
capsuliferous,13,165
capsuliform,11,133
capsuligerous,13,166
capsulitis,10,129
capsulociliary,14,164
capsulogenous,13,168
capsulolenticular,17,202
capsulopupillary,16,217
capsulorrhaphy,14,181
capsulotome,11,140
capsulotomy,11,160
capsumin,8,96
captaculum,10,111
captain,7,64
captaincy,9,92
captainess,10,107
captainly,9,101
captainry,9,107
captainship,11,116
captance,8,63
captation,9,99
caption,7,78
captious,8,104
captiously,10,141
captiousness,12,161
captivate,9,97
captivately,11,134
captivating,11,122
captivatingly,13,159
captivation,11,130
captivative,11,128
captivator,10,125
captivatrix,11,143
captive,7,76
captivity,9,125
captor,6,73
captress,8,101
capturable,10,99
capture,7,84
capturer,8,102
Capuan,6,56
capuche,7,57
capuched,8,61
Capuchin,8,75
capuchin,8,75
capucine,8,72
capulet,7,78
capulin,7,76
capybara,8,67
Caquetio,8,91
car,3,22
Cara,4,23
carabao,7,41
carabeen,8,49
carabid,7,38
Carabidae,9,44
carabidan,9,53
carabideous,11,98
carabidoid,10,66
carabin,7,48
carabineer,10,76
Carabini,8,57
caraboid,8,53
Carabus,7,65
carabus,7,65
caracal,7,39
caracara,8,46
caracol,7,53
caracole,8,58
caracoler,9,76
caracoli,8,62
caracolite,10,87
caracoller,10,88
caracore,8,64
caract,6,46
Caractacus,10,90
caracter,8,69
Caradoc,7,45
carafe,6,34
Caragana,8,46
Caraguata,9,73
caraguata,9,73
Caraho,6,46
caraibe,7,39
Caraipa,7,49
caraipi,7,57
Caraja,6,34
Carajas,7,53
carajura,8,73
caramba,7,39
carambola,9,66
carambole,9,70
caramel,7,53
caramelan,9,68
caramelen,9,72
caramelin,9,76
caramelization,14,147
caramelize,10,93
caramoussal,11,123
carancha,8,49
caranda,7,42
Carandas,8,61
caranday,8,67
carane,6,42
Caranga,7,45
carangid,8,57
Carangidae,10,63
carangoid,9,72
Carangus,8,84
caranna,7,52
Caranx,6,61
Carapa,6,40
carapace,8,48
carapaced,9,52
Carapache,9,56
Carapacho,9,66
carapacic,9,55
carapato,8,75
carapax,7,64
Carapidae,9,58
carapine,8,67
carapo,6,54
Carapus,7,79
Carara,6,42
carat,5,43
caratch,7,54
caraunda,8,63
caravan,7,60
caravaneer,10,88
caravanist,10,108
caravanner,10,97
caravansary,11,123
caravanserai,12,112
caravanserial,13,124
caravel,7,62
caraway,7,72
Carayan,7,63
carbacidometer,14,117
carbamate,9,64
carbamic,8,50
carbamide,9,56
carbamido,9,66
carbamine,9,66
carbamino,9,76
carbamyl,8,75
carbanil,8,60
carbanilic,10,72
carbanilide,11,78
carbarn,7,57
carbasus,8,84
carbazic,8,63
carbazide,9,69
carbazine,9,79
carbazole,9,83
carbazylic,10,100
carbeen,7,48
carbene,7,48
carberry,8,90
carbethoxy,10,121
carbethoxyl,11,133
carbide,7,42
carbimide,9,64
carbine,7,52
carbinol,8,74
carbinyl,8,84
carbo,5,39
carboazotine,12,129
carbocinchomeronic,18,168
carbodiimide,12,92
carbodynamite,13,130
carbogelatin,12,107
carbohemoglobin,15,139
carbohydrase,12,119
carbohydrate,12,120
carbohydraturia,15,164
carbohydrazide,14,139
carbohydride,12,112
carbohydrogen,13,135
carbolate,9,77
carbolated,10,81
carbolfuchsin,13,131
carbolic,8,63
carbolineate,12,105
Carbolineum,11,113
carbolize,9,91
Carboloy,8,91
carboluria,10,100
carbolxylol,11,139
carbomethene,12,109
carbomethoxy,12,149
carbomethoxyl,13,161
carbon,6,53
carbona,7,54
carbonaceous,12,117
carbonade,9,63
carbonado,9,73
Carbonari,9,81
Carbonarism,11,113
Carbonarist,11,120
carbonatation,13,133
carbonate,9,79
carbonation,11,112
carbonatization,15,168
carbonator,10,107
carbonemia,10,81
carbonero,9,91
carbonic,8,65
carbonide,9,71
Carboniferous,13,146
carboniferous,13,146
carbonification,15,139
carbonify,9,93
carbonigenous,13,143
carbonimeter,12,123
carbonimide,11,93
carbonite,9,87
carbonitride,12,118
carbonium,9,96
carbonizable,12,108
carbonization,13,147
carbonize,9,93
carbonizer,10,111
carbonless,10,108
Carbonnieux,11,126
carbonometer,12,129
carbonometry,12,149
carbonous,9,108
carbonuria,10,102
carbonyl,8,90
carbonylene,11,114
carbonylic,10,102
carbophilous,12,139
carbora,7,58
Carborundum,11,130
carborundum,11,130
carbosilicate,13,117
carbostyril,11,142
carboxide,9,81
carboxy,7,88
Carboxydomonas,14,169
carboxyhemoglobin,17,188
carboxyl,8,100
carboxylase,11,125
carboxylate,11,126
carboxylation,13,159
carboxylic,10,112
carboy,6,64
carboyed,8,73
carbro,6,57
carbromal,9,83
carbuilder,10,93
carbuncle,9,79
carbuncled,10,83
carbuncular,11,114
carbungi,8,75
carburant,9,98
carburate,9,89
carburation,11,122
carburator,10,117
carbure,7,68
carburet,8,88
carburetant,11,123
carburetor,10,121
carburization,13,157
carburize,9,103
carburizer,10,121
carburometer,12,139
carbyl,6,61
carbylamine,11,103
carcajou,8,72
carcake,7,42
carcanet,8,65
carcaneted,10,74
carcass,7,64
Carcavelhos,11,107
carceag,7,38
carcel,6,42
carceral,8,61
carcerate,9,74
carceration,11,107
Carcharhinus,12,123
Carcharias,10,81
carchariid,10,74
Carchariidae,12,80
carcharioid,11,89
Carcharodon,11,100
carcharodont,12,120
carcinemia,10,76
carcinogen,10,89
carcinogenesis,14,141
carcinogenic,12,101
carcinoid,9,76
carcinological,14,122
carcinologist,13,145
carcinology,11,122
carcinolysin,12,142
carcinolytic,12,132
carcinoma,9,77
carcinomata,11,98
carcinomatoid,13,125
carcinomatosis,14,159
carcinomatous,13,152
carcinomorphic,14,145
carcinophagous,14,150
carcinopolypus,14,187
carcinosarcoma,14,133
carcinosarcomata,16,154
Carcinoscorpius,15,183
carcinosis,10,110
carcoon,7,69
card,4,26
cardaissin,10,97
Cardamine,9,68
cardamom,8,68
Cardanic,8,53
cardboard,9,66
cardcase,8,54
cardecu,7,55
carded,6,35
cardel,6,43
carder,6,49
cardholder,10,88
cardia,6,36
cardiac,7,39
cardiacal,9,52
Cardiacea,9,45
cardiacean,10,59
cardiagra,9,62
cardiagram,10,75
cardiagraph,11,86
cardiagraphy,12,111
cardial,7,48
cardialgia,10,65
cardialgy,9,80
cardiameter,11,97
cardiamorphia,13,116
cardianesthesia,15,136
cardianeuria,12,104
cardiant,8,70
cardiaplegia,12,86
cardiarctia,11,87
cardiasthenia,13,112
cardiasthma,11,97
cardiataxia,11,91
cardiatomy,10,109
cardiatrophia,13,123
cardiauxe,9,86
Cardiazol,9,89
cardicentesis,13,129
cardiectasis,12,111
cardiectomize,13,131
cardiectomy,11,116
cardielcosis,12,117
cardiemphraxia,14,130
cardiform,9,87
Cardigan,8,57
cardigan,8,57
Cardiidae,9,54
cardin,6,49
cardinal,8,62
cardinalate,11,88
cardinalic,10,74
Cardinalis,10,90
cardinalism,11,103
cardinalist,11,110
cardinalitial,13,113
cardinalitian,13,115
cardinally,10,99
cardinalship,12,114
cardines,8,73
carding,7,56
cardioaccelerator,17,151
cardioarterial,14,134
cardioblast,11,104
cardiocarpum,12,122
cardiocele,10,75
cardiocentesis,14,144
cardiocirrhosis,15,168
cardioclasia,12,95
cardioclasis,12,113
cardiodilator,13,129
cardiodynamics,14,138
cardiodynia,11,103
cardiodysesthesia,17,184
cardiodysneuria,15,166
cardiogenesis,13,128
cardiogenic,11,88
cardiogram,10,89
cardiograph,11,100
cardiographic,13,112
cardiography,12,125
cardiohepatic,13,112
cardioid,8,63
cardiokinetic,13,121
cardiolith,10,99
cardiological,13,109
cardiologist,12,132
cardiology,10,109
cardiolysis,11,134
cardiomalacia,13,90
cardiomegaly,12,113
cardiomelanosis,15,157
cardiometer,11,111
cardiometric,12,118
cardiometry,11,131
cardiomotility,14,173
cardiomyoliposis,16,202
cardiomyomalacia,16,143
cardioncus,10,107
cardionecrosis,14,152
cardionephric,13,123
cardioneural,12,121
cardioneurosis,14,170
cardionosus,11,138
cardioparplasis,15,161
cardiopathic,12,107
cardiopathy,11,120
cardiopericarditis,18,181
cardiophobe,11,96
cardiophobia,12,101
cardiophrenia,13,121
cardioplasty,12,143
cardioplegia,12,100
cardiopneumatic,15,152
cardiopneumograph,17,184
cardioptosis,12,148
cardiopulmonary,15,185
cardiopuncture,14,168
cardiopyloric,13,148
cardiorenal,11,100
cardiorespiratory,17,214
cardiorrhaphy,13,144
cardiorrheuma,13,134
cardiorrhexis,13,151
cardioschisis,13,136
cardiosclerosis,15,169
cardioscope,11,108
cardiospasm,11,118
Cardiospermum,13,155
cardiosphygmogram,17,192
cardiosphygmograph,18,203
cardiosymphysis,15,203
cardiotherapy,13,143
cardiotomy,10,123
cardiotonic,11,111
cardiotoxic,11,121
cardiotrophia,13,137
cardiotrophotherapy,19,235
cardiovascular,14,147
cardiovisceral,14,139
cardipaludism,13,130
cardipericarditis,17,166
cardisophistical,16,166
carditic,8,67
carditis,8,83
Cardium,7,69
cardlike,8,63
cardmaker,9,74
cardmaking,10,81
cardo,5,41
cardol,6,53
cardon,6,55
cardona,7,56
cardoncillo,11,106
cardooer,8,79
cardoon,7,70
cardophagus,11,113
cardplayer,10,103
cardroom,8,87
cardsharp,9,88
cardsharping,12,118
cardstock,9,94
Carduaceae,10,62
carduaceous,11,111
Carduelis,9,92
Carduus,7,87
care,4,27
carecloth,9,85
careen,6,46
careenage,9,59
careener,8,69
career,6,50
careerer,8,73
careering,9,80
careeringly,11,117
careerist,9,98
carefree,8,61
careful,7,66
carefully,9,103
carefulness,11,123
careless,8,82
carelessly,10,119
carelessness,12,139
carene,6,46
carer,5,45
caress,6,65
caressant,9,100
caresser,8,88
caressing,9,95
caressingly,11,132
caressive,9,101
caressively,11,138
carest,6,66
caret,5,47
caretaker,9,82
caretaking,10,89
Caretta,7,68
Carettochelydidae,17,158
careworn,8,97
Carex,5,51
carfare,7,52
carfax,6,53
carfuffle,9,78
carful,6,61
carga,5,30
cargo,5,44
cargoose,8,83
carhop,6,61
carhouse,8,90
cariacine,9,63
Cariacus,8,75
cariama,7,46
Cariamae,8,51
Carian,6,46
Carib,5,33
Caribal,7,46
Cariban,7,48
Caribbean,9,55
Caribbee,8,45
Caribi,6,42
Caribisi,8,70
caribou,7,69
Carica,6,35
Caricaceae,10,49
caricaceous,11,98
caricatura,10,95
caricaturable,13,114
caricatural,11,107
caricature,10,99
caricaturist,12,142
caricetum,9,93
caricographer,13,122
caricography,12,124
caricologist,12,131
caricology,10,108
caricous,8,89
carid,5,35
Carida,6,36
Caridea,7,41
caridean,8,55
caridoid,8,63
Caridomorpha,12,121
caries,6,55
Carijona,8,71
carillon,8,84
carillonneur,12,142
carina,6,46
carinal,7,58
Carinaria,9,74
Carinatae,9,72
carinate,8,71
carinated,9,75
carination,10,104
Cariniana,9,70
cariniform,10,106
Carinthian,10,97
cariole,7,63
carioling,9,88
cariosity,9,119
carious,7,86
cariousness,11,143
Caripuna,8,83
Cariri,6,58
Caririan,8,73
Carisa,6,51
Carissa,7,70
caritative,10,108
caritive,8,87
Cariyo,6,71
cark,4,33
carking,7,63
carkingly,9,100
carkled,7,54
Carl,4,34
carl,4,34
carless,7,77
carlet,6,59
carlie,6,48
carlin,6,57
Carlina,7,58
carline,7,62
carling,7,64
carlings,8,83
carlish,7,70
carlishness,11,127
Carlisle,8,79
Carlism,7,75
Carlist,7,82
Carlo,5,49
carload,7,54
carloading,10,84
carloadings,11,103
Carlos,6,68
carlot,6,69
Carlovingian,12,125
carls,5,53
Carludovica,11,109
